image,prediction,confidence (%)
15368.jpg,street,99.34918
15375.jpg,forest,99.98754
15378.jpg,buildings,94.641785
15381.jpg,sea,99.85811
15387.jpg,forest,99.77942
15388.jpg,mountain,95.49946
15391.jpg,street,76.64164
15392.jpg,street,99.861755
15394.jpg,forest,99.997375
15396.jpg,forest,99.99529
15399.jpg,glacier,99.9616
15403.jpg,glacier,98.96157
15406.jpg,glacier,50.441574
15415.jpg,forest,99.91893
15417.jpg,street,99.98292
15420.jpg,forest,99.91468
15427.jpg,glacier,99.8412
15431.jpg,glacier,98.34416
15437.jpg,street,99.996376
15438.jpg,forest,99.600426
1544.jpg,sea,99.68685
15441.jpg,street,93.52352
15442.jpg,street,99.80496
1545.jpg,mountain,98.85824
15450.jpg,street,99.73931
15452.jpg,glacier,99.98636
15455.jpg,buildings,99.02541
15458.jpg,forest,99.985634
15461.jpg,mountain,86.8474
1547.jpg,mountain,52.23584
15485.jpg,glacier,99.96664
15489.jpg,glacier,97.51184
15490.jpg,forest,71.17164
15492.jpg,buildings,97.39716
15500.jpg,sea,99.947914
15506.jpg,mountain,99.59386
15508.jpg,forest,99.97659
1551.jpg,glacier,52.607502
15513.jpg,street,97.35953
15519.jpg,glacier,94.9333
15520.jpg,sea,99.97087
15524.jpg,street,49.713745
15525.jpg,glacier,59.675987
15527.jpg,street,99.99795
15537.jpg,mountain,98.99918
15543.jpg,street,91.87752
15548.jpg,forest,99.99707
15552.jpg,sea,99.934715
15555.jpg,street,99.99598
15563.jpg,forest,98.8604
15566.jpg,buildings,77.93384
1557.jpg,buildings,99.62947
15576.jpg,buildings,99.94181
15578.jpg,glacier,99.50895
15583.jpg,forest,86.320526
15591.jpg,glacier,99.635925
156.jpg,buildings,99.99981
15602.jpg,forest,99.99266
15603.jpg,mountain,94.88589
1561.jpg,street,99.010506
15610.jpg,glacier,97.78805
15612.jpg,buildings,99.919815
15619.jpg,sea,99.98392
15621.jpg,sea,99.96963
15623.jpg,sea,99.97432
15629.jpg,forest,99.995895
15630.jpg,forest,99.995316
15631.jpg,street,99.99174
15632.jpg,sea,99.91098
15634.jpg,mountain,88.70415
15638.jpg,glacier,99.99279
15642.jpg,sea,99.98253
15643.jpg,forest,99.998726
15645.jpg,buildings,99.990906
15646.jpg,street,96.013725
15647.jpg,glacier,99.64718
15648.jpg,street,99.93964
15649.jpg,mountain,98.436646
15652.jpg,glacier,66.61086
15658.jpg,buildings,77.4747
15662.jpg,sea,85.44389
15663.jpg,buildings,99.849556
15669.jpg,street,99.99432
15670.jpg,forest,99.99905
15676.jpg,buildings,99.99792
15678.jpg,forest,99.99663
15679.jpg,sea,99.65399
1568.jpg,sea,99.972374
15685.jpg,glacier,99.17934
15686.jpg,sea,66.730545
15688.jpg,sea,95.56245
15698.jpg,buildings,99.96329
15700.jpg,buildings,98.47223
15706.jpg,buildings,99.98798
15707.jpg,street,99.937256
15710.jpg,buildings,84.78876
15712.jpg,buildings,100.0
15713.jpg,glacier,77.61835
15717.jpg,buildings,98.85898
15720.jpg,mountain,70.822235
15722.jpg,buildings,99.91122
15723.jpg,street,96.9657
15726.jpg,buildings,50.282158
15727.jpg,glacier,96.72442
15728.jpg,forest,99.994316
15731.jpg,sea,99.911446
15733.jpg,forest,99.95988
15735.jpg,buildings,99.99993
15737.jpg,sea,52.62655
15738.jpg,buildings,99.73914
15744.jpg,forest,99.99598
15745.jpg,sea,99.91357
15746.jpg,mountain,92.80225
15747.jpg,street,52.397408
15750.jpg,glacier,98.004326
15758.jpg,sea,99.93091
15762.jpg,glacier,99.932816
15764.jpg,forest,99.999146
15765.jpg,mountain,99.32788
15766.jpg,sea,98.07756
1577.jpg,street,99.97931
15772.jpg,buildings,99.914345
15779.jpg,mountain,66.011795
1578.jpg,mountain,85.49981
15781.jpg,street,99.99758
15786.jpg,street,99.96351
15788.jpg,glacier,53.35663
1579.jpg,glacier,99.27517
15801.jpg,street,99.99888
15805.jpg,forest,99.961266
1581.jpg,glacier,69.51816
15825.jpg,mountain,78.17899
15829.jpg,glacier,99.22197
1583.jpg,glacier,98.89462
15830.jpg,buildings,99.6719
15832.jpg,mountain,91.12907
15834.jpg,buildings,71.28075
15836.jpg,forest,99.85004
15838.jpg,street,99.9747
15840.jpg,sea,41.298492
15846.jpg,sea,99.30763
15847.jpg,buildings,99.160835
15848.jpg,buildings,58.619553
15849.jpg,buildings,97.724754
1585.jpg,sea,99.98585
15850.jpg,street,99.0193
15859.jpg,sea,99.990555
15863.jpg,forest,99.9798
15866.jpg,sea,93.78813
15868.jpg,buildings,97.410995
15870.jpg,street,99.91077
15878.jpg,street,99.98811
15879.jpg,glacier,99.18241
15881.jpg,mountain,76.65135
15887.jpg,forest,99.99974
15888.jpg,street,89.618126
15890.jpg,mountain,56.18693
15891.jpg,glacier,97.89013
15895.jpg,forest,86.84533
15896.jpg,buildings,99.999916
15900.jpg,forest,99.93595
15902.jpg,glacier,60.941906
15904.jpg,sea,98.99223
15909.jpg,forest,99.67835
15910.jpg,street,99.999214
15912.jpg,mountain,99.47527
15914.jpg,buildings,99.95036
15916.jpg,buildings,99.96698
15917.jpg,mountain,99.72732
15918.jpg,sea,95.93316
15922.jpg,glacier,98.42378
15924.jpg,sea,99.925896
15927.jpg,glacier,99.772934
15928.jpg,glacier,97.750786
15929.jpg,buildings,99.99843
15933.jpg,mountain,57.12277
15934.jpg,glacier,99.99808
15935.jpg,forest,99.82932
15941.jpg,mountain,99.05054
15946.jpg,mountain,77.4645
15947.jpg,glacier,99.94222
15951.jpg,street,99.88113
15954.jpg,glacier,99.22316
15958.jpg,street,44.326763
1596.jpg,glacier,71.608406
15963.jpg,sea,99.857185
15964.jpg,sea,99.47984
15967.jpg,forest,99.995926
15969.jpg,sea,79.54828
15974.jpg,sea,99.76966
15975.jpg,forest,99.955315
15979.jpg,sea,95.641396
1598.jpg,forest,99.44963
15980.jpg,forest,99.98968
15981.jpg,sea,90.355225
15983.jpg,sea,53.344963
15984.jpg,buildings,97.13856
15993.jpg,glacier,74.55027
15994.jpg,buildings,57.03538
16000.jpg,forest,99.99955
16014.jpg,forest,99.993515
16015.jpg,buildings,84.33886
16023.jpg,sea,98.73787
16028.jpg,street,92.04896
16029.jpg,mountain,85.97362
16033.jpg,mountain,66.421394
16035.jpg,buildings,99.99936
16039.jpg,glacier,99.564384
16040.jpg,forest,99.96569
16042.jpg,street,99.9622
16045.jpg,mountain,96.13545
16051.jpg,glacier,80.36453
16056.jpg,mountain,93.12878
16058.jpg,forest,99.99026
16063.jpg,glacier,74.611275
16068.jpg,glacier,99.99381
16071.jpg,forest,99.994644
16075.jpg,street,99.99014
16084.jpg,buildings,99.998726
16089.jpg,buildings,97.85085
16093.jpg,sea,99.943825
16094.jpg,glacier,96.78909
16096.jpg,forest,99.998184
16098.jpg,buildings,97.789536
16099.jpg,glacier,98.68797
161.jpg,sea,99.94311
16102.jpg,forest,99.953255
16106.jpg,mountain,92.388
16107.jpg,glacier,97.08934
16110.jpg,glacier,97.982666
16117.jpg,street,99.98415
16119.jpg,forest,99.99655
16120.jpg,glacier,99.61587
16121.jpg,buildings,55.06246
16125.jpg,street,99.72236
16127.jpg,buildings,99.997185
16129.jpg,sea,99.06438
16135.jpg,buildings,98.862175
1614.jpg,mountain,97.51745
16140.jpg,forest,99.98612
16145.jpg,sea,79.29949
16146.jpg,street,99.98252
16148.jpg,glacier,99.78835
16151.jpg,glacier,95.24238
16158.jpg,mountain,99.90355
16161.jpg,buildings,99.9659
16167.jpg,street,99.99889
16169.jpg,buildings,99.97524
1617.jpg,street,99.99748
16177.jpg,street,99.79729
16178.jpg,sea,99.99907
16181.jpg,forest,99.99941
16186.jpg,mountain,94.19997
16193.jpg,mountain,94.0417
16196.jpg,glacier,98.98427
16197.jpg,buildings,55.509872
1620.jpg,forest,99.99464
16202.jpg,glacier,96.80778
16204.jpg,buildings,99.99898
16210.jpg,street,99.991844
16213.jpg,forest,99.97674
16216.jpg,mountain,97.22892
16217.jpg,forest,99.99026
16220.jpg,mountain,98.79037
16224.jpg,forest,99.98696
16228.jpg,mountain,54.63826
16229.jpg,sea,99.77926
16230.jpg,glacier,99.3479
16232.jpg,mountain,98.75837
16233.jpg,mountain,78.918076
16235.jpg,glacier,89.317505
1624.jpg,sea,99.93595
16242.jpg,sea,99.93919
16256.jpg,street,99.94261
16263.jpg,sea,99.98715
16264.jpg,buildings,99.99987
16265.jpg,street,96.122154
16266.jpg,mountain,61.73505
1627.jpg,buildings,84.459984
16270.jpg,street,99.61808
16271.jpg,street,99.87438
16273.jpg,mountain,87.09807
16275.jpg,street,96.87931
16277.jpg,buildings,98.95986
16291.jpg,mountain,99.40117
16298.jpg,street,94.78777
16299.jpg,sea,99.81254
16300.jpg,buildings,99.641464
16304.jpg,glacier,99.76364
16305.jpg,mountain,98.2357
1631.jpg,street,68.87628
16313.jpg,forest,99.99988
16317.jpg,buildings,66.213264
16318.jpg,mountain,95.00096
16319.jpg,sea,97.452934
16323.jpg,street,99.66427
16327.jpg,street,99.99596
16328.jpg,forest,99.96674
16329.jpg,mountain,83.041176
16332.jpg,mountain,99.81903
16337.jpg,forest,49.887867
1634.jpg,sea,58.063477
16343.jpg,forest,99.99896
16344.jpg,sea,99.97659
16347.jpg,sea,99.78243
16351.jpg,forest,99.542274
16353.jpg,forest,99.98758
16357.jpg,mountain,99.1477
16360.jpg,sea,99.95591
16361.jpg,glacier,64.17277
16373.jpg,street,99.99646
16378.jpg,mountain,78.337456
16379.jpg,street,89.42668
1638.jpg,street,91.26991
16380.jpg,buildings,99.958916
16384.jpg,sea,61.097275
16393.jpg,street,99.961914
16396.jpg,street,83.09296
16397.jpg,mountain,97.57616
16401.jpg,glacier,72.56832
16403.jpg,buildings,83.27845
16405.jpg,mountain,84.42906
16406.jpg,glacier,99.9203
16408.jpg,mountain,93.713974
16410.jpg,mountain,95.503525
16411.jpg,forest,99.99818
16412.jpg,mountain,97.953125
16415.jpg,sea,99.9033
16424.jpg,forest,99.984406
16428.jpg,sea,68.339386
16429.jpg,forest,99.06784
16436.jpg,buildings,99.85925
1644.jpg,forest,98.88447
16442.jpg,sea,99.98411
16444.jpg,street,86.931145
16445.jpg,mountain,99.00967
16446.jpg,mountain,53.83277
16447.jpg,mountain,57.976086
16449.jpg,street,99.67239
16454.jpg,buildings,98.16197
16461.jpg,forest,99.951515
16462.jpg,sea,97.99069
16464.jpg,mountain,97.334045
16465.jpg,buildings,99.99881
16471.jpg,forest,99.943146
16475.jpg,street,53.849434
16477.jpg,street,96.78613
16480.jpg,glacier,99.88263
16484.jpg,street,99.98242
16486.jpg,forest,99.972435
16487.jpg,mountain,99.812195
1649.jpg,mountain,93.91067
16497.jpg,forest,99.998856
16499.jpg,street,99.97318
16501.jpg,glacier,96.892204
16508.jpg,mountain,92.60461
16514.jpg,street,99.10579
16519.jpg,glacier,97.513855
1652.jpg,glacier,51.104458
16524.jpg,glacier,91.91068
16526.jpg,sea,85.5137
1653.jpg,mountain,91.2529
16530.jpg,mountain,99.69806
16532.jpg,glacier,75.83388
16535.jpg,glacier,99.15309
16536.jpg,mountain,97.937744
16539.jpg,street,99.75732
16541.jpg,buildings,99.475624
16542.jpg,mountain,90.09537
16546.jpg,buildings,99.999985
16548.jpg,glacier,79.46114
1655.jpg,street,99.98946
16551.jpg,sea,99.837685
16552.jpg,buildings,99.9933
16553.jpg,sea,98.64722
16554.jpg,buildings,99.999306
16558.jpg,mountain,99.72649
16576.jpg,mountain,99.88039
16587.jpg,street,99.44737
16591.jpg,mountain,99.417915
16597.jpg,buildings,87.63465
16601.jpg,mountain,54.83324
16603.jpg,glacier,98.5968
16605.jpg,mountain,99.54602
16606.jpg,street,99.954636
16608.jpg,glacier,74.04985
16617.jpg,mountain,72.0211
16619.jpg,sea,99.32197
16622.jpg,mountain,79.63843
16626.jpg,buildings,99.98306
16628.jpg,forest,99.98777
16630.jpg,mountain,99.52733
16632.jpg,glacier,97.88344
16634.jpg,street,99.9738
16635.jpg,street,99.99882
16637.jpg,mountain,53.442776
16639.jpg,street,99.936134
1664.jpg,mountain,45.10474
16649.jpg,sea,99.99938
16650.jpg,sea,90.69687
16653.jpg,sea,99.99091
16656.jpg,street,99.99658
16660.jpg,glacier,95.84725
16662.jpg,mountain,99.41513
16663.jpg,sea,99.9044
16666.jpg,buildings,99.99608
16676.jpg,sea,98.17762
16678.jpg,street,99.87304
16680.jpg,street,99.90407
16684.jpg,mountain,82.273834
16685.jpg,mountain,98.51931
16686.jpg,mountain,58.947628
16687.jpg,glacier,95.42165
16688.jpg,mountain,98.74887
16689.jpg,sea,99.81544
16690.jpg,glacier,99.72775
16698.jpg,sea,71.59828
16699.jpg,mountain,96.70469
16702.jpg,buildings,99.99187
16704.jpg,forest,99.9882
16706.jpg,glacier,94.489365
1671.jpg,forest,99.99701
16713.jpg,buildings,99.99835
16714.jpg,street,99.968445
16718.jpg,sea,92.4007
16722.jpg,mountain,99.54538
16724.jpg,glacier,87.83767
16725.jpg,mountain,85.85038
16729.jpg,forest,99.967155
16737.jpg,forest,83.96247
16738.jpg,sea,99.98894
16742.jpg,glacier,94.23445
16743.jpg,mountain,98.924736
16747.jpg,glacier,95.22998
16749.jpg,mountain,60.014446
16751.jpg,mountain,99.668976
16754.jpg,glacier,99.69408
16758.jpg,street,99.713394
16759.jpg,sea,96.8136
16760.jpg,forest,99.898544
16766.jpg,mountain,54.85044
16767.jpg,buildings,99.99744
16772.jpg,sea,99.43225
16777.jpg,forest,99.999306
16779.jpg,glacier,51.139824
1678.jpg,mountain,75.074646
16780.jpg,forest,99.88406
16781.jpg,mountain,99.942764
16782.jpg,forest,99.99989
16784.jpg,glacier,94.19023
16787.jpg,mountain,99.873535
16789.jpg,mountain,76.00952
16790.jpg,glacier,93.46851
16791.jpg,sea,99.611206
16794.jpg,buildings,99.99152
16796.jpg,forest,99.4466
1680.jpg,mountain,99.409676
16803.jpg,forest,99.99702
1681.jpg,sea,99.93389
16814.jpg,street,99.794
16815.jpg,glacier,99.16053
16816.jpg,street,99.98096
16818.jpg,glacier,94.64846
16819.jpg,mountain,99.335175
16820.jpg,street,96.85512
16822.jpg,mountain,98.11063
16825.jpg,forest,99.891495
16836.jpg,street,99.95695
16838.jpg,mountain,99.068275
16839.jpg,mountain,91.99434
16840.jpg,glacier,57.299347
16841.jpg,glacier,66.138
16844.jpg,glacier,97.214714
16846.jpg,glacier,89.02813
16849.jpg,street,99.984886
16850.jpg,glacier,48.906162
16851.jpg,forest,99.99926
16854.jpg,glacier,99.98369
16858.jpg,mountain,99.64734
16859.jpg,forest,99.81256
16860.jpg,buildings,90.808815
16864.jpg,glacier,97.39663
16866.jpg,sea,99.738686
16877.jpg,street,58.994057
16878.jpg,street,99.18095
1688.jpg,buildings,62.23883
16881.jpg,forest,96.89516
16883.jpg,forest,99.909805
16886.jpg,buildings,94.30759
16890.jpg,sea,99.9195
16892.jpg,forest,71.56831
16893.jpg,mountain,88.2548
16894.jpg,mountain,98.12568
169.jpg,street,94.592224
16900.jpg,mountain,99.75687
16907.jpg,buildings,89.52409
16908.jpg,sea,99.803024
16909.jpg,forest,99.98151
16915.jpg,forest,99.95303
16918.jpg,buildings,99.966255
16921.jpg,street,92.62359
16922.jpg,forest,97.40865
16924.jpg,buildings,82.99117
16934.jpg,glacier,99.13952
16937.jpg,sea,98.714325
1694.jpg,glacier,96.573
16940.jpg,mountain,88.7597
16941.jpg,glacier,98.17923
16945.jpg,sea,98.239914
16947.jpg,buildings,95.61787
16950.jpg,street,99.83114
16955.jpg,sea,99.11974
16957.jpg,glacier,99.774895
16958.jpg,forest,99.78102
16961.jpg,forest,99.81271
16964.jpg,mountain,94.54481
16967.jpg,glacier,84.4411
16968.jpg,street,92.51209
16970.jpg,glacier,92.17426
16976.jpg,mountain,72.00951
16978.jpg,sea,99.946075
16986.jpg,street,57.882626
16987.jpg,forest,99.99572
16993.jpg,glacier,70.89082
16995.jpg,forest,99.87017
16996.jpg,mountain,99.58966
16997.jpg,forest,99.98461
16999.jpg,mountain,99.83914
17003.jpg,street,73.49201
17010.jpg,glacier,57.21811
17012.jpg,street,99.80173
17016.jpg,forest,99.99331
17023.jpg,sea,57.59341
17035.jpg,mountain,99.21084
17037.jpg,mountain,98.385414
17039.jpg,mountain,93.36633
1704.jpg,forest,99.995995
17041.jpg,forest,99.90923
17046.jpg,glacier,71.478546
17048.jpg,sea,99.10144
17050.jpg,street,99.76349
17052.jpg,glacier,73.24929
17054.jpg,glacier,97.723526
17057.jpg,mountain,93.11425
17059.jpg,street,99.76961
17062.jpg,glacier,99.95972
17068.jpg,glacier,75.6242
17071.jpg,forest,98.61579
17079.jpg,sea,99.36803
1708.jpg,street,56.827267
17080.jpg,street,99.59388
17082.jpg,buildings,95.3117
17083.jpg,buildings,83.8993
17084.jpg,street,99.995804
17086.jpg,sea,99.967865
17088.jpg,buildings,99.97594
17090.jpg,forest,99.970276
171.jpg,sea,99.98778
17100.jpg,forest,99.98951
17103.jpg,sea,97.83328
17108.jpg,sea,99.29119
17109.jpg,street,99.981804
17115.jpg,street,96.53167
17116.jpg,mountain,93.25813
17118.jpg,buildings,100.0
1712.jpg,sea,99.26725
17121.jpg,street,99.15972
17125.jpg,forest,99.97034
17127.jpg,mountain,82.95036
17128.jpg,sea,98.43693
17129.jpg,forest,99.99261
1713.jpg,mountain,88.07506
17132.jpg,sea,95.808266
17133.jpg,mountain,93.12591
17134.jpg,buildings,99.97988
17140.jpg,forest,99.9985
17145.jpg,glacier,76.46642
17146.jpg,mountain,99.80362
17147.jpg,sea,49.914394
17148.jpg,glacier,36.213238
17150.jpg,sea,99.99546
17153.jpg,glacier,98.15723
17155.jpg,buildings,99.951385
17157.jpg,mountain,91.34613
17158.jpg,sea,99.88195
17159.jpg,sea,99.996605
17160.jpg,mountain,95.03094
17162.jpg,street,99.28124
17163.jpg,glacier,97.24874
17167.jpg,street,99.99863
1717.jpg,buildings,99.83353
17172.jpg,glacier,98.78569
17177.jpg,forest,99.99466
17182.jpg,buildings,48.887108
17185.jpg,glacier,85.49021
17186.jpg,glacier,98.750465
17188.jpg,street,99.811516
17192.jpg,glacier,96.388336
17195.jpg,mountain,99.561516
17196.jpg,sea,99.86969
17197.jpg,sea,99.93901
17199.jpg,sea,80.01849
172.jpg,forest,99.95857
17203.jpg,sea,99.993965
17208.jpg,forest,99.99602
17210.jpg,street,98.86523
17213.jpg,buildings,99.98866
17215.jpg,forest,99.997856
17218.jpg,sea,91.72417
17219.jpg,buildings,99.394966
1722.jpg,glacier,98.96882
17223.jpg,street,99.39181
17224.jpg,sea,99.2856
17231.jpg,buildings,40.51103
17233.jpg,glacier,86.22475
1724.jpg,street,99.47396
17241.jpg,street,95.36423
17243.jpg,street,96.969315
17245.jpg,sea,98.580444
17247.jpg,glacier,99.932465
17251.jpg,buildings,99.96598
17253.jpg,glacier,99.43188
17254.jpg,street,89.78341
17255.jpg,street,84.157196
17256.jpg,mountain,85.91261
1726.jpg,buildings,59.48014
17261.jpg,glacier,59.03296
17266.jpg,sea,95.21072
17269.jpg,sea,92.730606
1727.jpg,buildings,97.96283
17271.jpg,street,55.719494
17276.jpg,street,99.92631
17279.jpg,street,96.02554
17280.jpg,glacier,94.27229
17281.jpg,mountain,99.198
17282.jpg,sea,64.25339
17288.jpg,buildings,76.15921
17289.jpg,forest,99.99956
17290.jpg,glacier,95.035934
17292.jpg,forest,99.99939
17293.jpg,street,99.928925
17294.jpg,mountain,91.81441
173.jpg,mountain,67.82471
17300.jpg,glacier,99.00552
17303.jpg,forest,94.724686
17304.jpg,glacier,97.4488
17307.jpg,street,95.92082
17310.jpg,street,99.50205
17316.jpg,glacier,82.749535
17326.jpg,glacier,66.54926
17327.jpg,glacier,99.979004
17334.jpg,mountain,51.664143
17340.jpg,glacier,98.93048
17342.jpg,glacier,65.99916
17349.jpg,mountain,99.98941
17351.jpg,buildings,99.99014
17357.jpg,mountain,94.21887
17358.jpg,mountain,88.11224
17365.jpg,forest,99.896965
17366.jpg,sea,99.69902
17367.jpg,street,99.65976
17369.jpg,street,99.99996
1737.jpg,buildings,99.990616
17375.jpg,sea,50.634556
17376.jpg,forest,99.66402
17377.jpg,street,99.32882
17382.jpg,glacier,62.978107
17383.jpg,buildings,99.963425
17386.jpg,sea,99.51351
17388.jpg,mountain,97.46412
17391.jpg,buildings,99.99991
17392.jpg,glacier,92.24217
17395.jpg,sea,99.94463
17398.jpg,street,95.527695
17400.jpg,street,99.570305
17405.jpg,sea,86.90761
17407.jpg,mountain,86.10607
17408.jpg,sea,99.97829
17409.jpg,glacier,99.347404
17414.jpg,glacier,56.792686
17415.jpg,mountain,96.40722
17422.jpg,mountain,95.32752
17428.jpg,sea,93.54177
17430.jpg,mountain,59.372185
17436.jpg,street,99.92876
17437.jpg,buildings,99.982506
17438.jpg,buildings,99.3338
17440.jpg,street,99.99578
17447.jpg,mountain,99.97212
17448.jpg,forest,99.99714
1745.jpg,street,99.95728
17459.jpg,sea,98.89283
1746.jpg,forest,99.99653
17460.jpg,sea,99.98947
17465.jpg,glacier,96.14944
17467.jpg,forest,99.995995
17471.jpg,mountain,88.161766
17477.jpg,sea,99.357796
17478.jpg,forest,99.99941
17482.jpg,street,99.7879
17487.jpg,forest,99.94217
17489.jpg,mountain,98.966255
1749.jpg,buildings,99.286964
17493.jpg,street,99.9943
17501.jpg,sea,98.99905
17505.jpg,sea,99.256775
17512.jpg,glacier,82.416626
17513.jpg,sea,99.19767
17517.jpg,glacier,30.535088
17518.jpg,forest,99.99534
1752.jpg,street,98.797516
17524.jpg,glacier,55.48091
17525.jpg,buildings,99.92381
17533.jpg,street,99.80103
17534.jpg,street,58.93253
17535.jpg,forest,99.99119
17536.jpg,glacier,77.13629
17538.jpg,glacier,99.18925
17542.jpg,mountain,97.09128
17546.jpg,forest,99.97973
17549.jpg,glacier,99.996475
17550.jpg,buildings,99.42359
17556.jpg,mountain,93.72749
1756.jpg,sea,96.97477
17561.jpg,mountain,98.67623
17565.jpg,mountain,81.067566
17572.jpg,forest,93.47519
17573.jpg,forest,99.617935
17578.jpg,street,80.73094
17580.jpg,forest,69.499725
17582.jpg,sea,99.95034
17584.jpg,street,99.98489
17592.jpg,mountain,94.794754
17595.jpg,mountain,99.89994
17596.jpg,sea,99.99988
17598.jpg,forest,99.98154
17599.jpg,glacier,99.95473
176.jpg,mountain,80.41394
17601.jpg,forest,99.950386
17606.jpg,glacier,99.97721
17608.jpg,buildings,99.997475
17610.jpg,street,99.99442
17614.jpg,forest,99.994705
17618.jpg,sea,97.18499
17619.jpg,buildings,99.765564
17620.jpg,mountain,80.84738
17623.jpg,street,99.96859
17626.jpg,mountain,99.00872
17627.jpg,forest,99.98387
17629.jpg,glacier,90.88895
17630.jpg,forest,99.99435
17634.jpg,buildings,99.99759
17635.jpg,street,86.18353
17637.jpg,buildings,99.44061
1764.jpg,street,93.35728
17640.jpg,forest,99.98079
17641.jpg,street,99.998344
17644.jpg,buildings,83.86395
17646.jpg,street,99.76898
17649.jpg,mountain,99.61658
17650.jpg,street,99.99983
17653.jpg,sea,99.8431
17656.jpg,buildings,99.34063
17658.jpg,glacier,56.85029
17659.jpg,street,97.65425
17665.jpg,buildings,99.942566
17669.jpg,forest,99.422195
17676.jpg,buildings,99.50741
17677.jpg,glacier,98.68111
17681.jpg,forest,99.97241
17684.jpg,street,99.99622
17686.jpg,glacier,99.86678
1769.jpg,glacier,95.42294
17692.jpg,forest,99.9786
17694.jpg,mountain,93.571945
17696.jpg,forest,99.99925
17699.jpg,buildings,99.93233
17703.jpg,street,99.99301
17704.jpg,mountain,76.16959
17709.jpg,street,99.99394
1771.jpg,sea,99.8604
17710.jpg,mountain,58.995193
17720.jpg,forest,99.998856
17723.jpg,buildings,99.970146
17728.jpg,sea,99.99102
17733.jpg,mountain,93.168724
17737.jpg,sea,99.90167
17738.jpg,street,76.72485
17746.jpg,glacier,99.90324
17748.jpg,glacier,99.951614
17749.jpg,forest,96.15046
17752.jpg,forest,99.7451
17753.jpg,forest,99.99509
17754.jpg,sea,65.52818
1776.jpg,glacier,65.99591
17762.jpg,street,99.89881
17763.jpg,mountain,90.70537
1777.jpg,buildings,99.902855
17772.jpg,mountain,61.218254
17774.jpg,buildings,99.53518
17778.jpg,glacier,97.66591
17779.jpg,sea,99.86612
1779.jpg,buildings,99.998184
17790.jpg,forest,99.99854
17791.jpg,sea,98.99797
17792.jpg,glacier,72.95343
1780.jpg,sea,98.19002
17800.jpg,sea,99.83435
17802.jpg,glacier,99.57951
17804.jpg,buildings,99.999985
17813.jpg,glacier,95.83132
17815.jpg,buildings,52.613556
17816.jpg,glacier,99.362915
17828.jpg,mountain,66.999855
17829.jpg,mountain,98.84769
1783.jpg,street,99.91696
17832.jpg,glacier,99.99095
17833.jpg,forest,99.98739
17836.jpg,buildings,99.85187
17839.jpg,sea,94.46599
17843.jpg,glacier,99.67848
1785.jpg,sea,94.01593
17850.jpg,mountain,85.2631
17851.jpg,mountain,96.20365
17858.jpg,street,99.8285
17859.jpg,sea,68.97045
17861.jpg,glacier,95.8121
17862.jpg,sea,99.740074
17863.jpg,street,98.06523
17867.jpg,forest,99.9586
17869.jpg,forest,76.80689
17870.jpg,glacier,99.99361
17871.jpg,mountain,97.86944
17874.jpg,glacier,89.04339
17876.jpg,forest,99.97129
17878.jpg,sea,53.802742
17879.jpg,street,75.38812
17880.jpg,glacier,62.908054
17883.jpg,mountain,57.029663
17884.jpg,forest,98.745316
17899.jpg,mountain,47.352825
179.jpg,mountain,51.919098
17901.jpg,mountain,99.70878
17907.jpg,forest,99.98767
17908.jpg,forest,99.93325
17909.jpg,forest,99.99811
17911.jpg,street,89.19434
17917.jpg,street,85.57881
17921.jpg,street,97.5195
17929.jpg,forest,99.187836
1793.jpg,buildings,99.12318
17931.jpg,buildings,58.321518
17935.jpg,forest,99.990974
17938.jpg,buildings,99.997345
17943.jpg,street,99.89808
17945.jpg,sea,80.165276
17949.jpg,glacier,75.580444
1795.jpg,forest,99.79086
17950.jpg,forest,59.84217
17955.jpg,mountain,99.238365
17960.jpg,buildings,99.70242
17961.jpg,forest,99.738235
1797.jpg,glacier,53.232826
17974.jpg,glacier,99.97856
17976.jpg,sea,34.12816
17979.jpg,street,99.88815
17982.jpg,sea,99.93794
17984.jpg,buildings,99.99216
17988.jpg,buildings,99.994255
17990.jpg,buildings,99.81383
17995.jpg,street,99.82994
1800.jpg,forest,99.999794
18004.jpg,buildings,99.99837
18008.jpg,street,99.8844
1801.jpg,sea,95.292244
18010.jpg,street,95.54263
18013.jpg,glacier,97.327354
18019.jpg,forest,99.992134
1802.jpg,forest,99.8273
18021.jpg,sea,99.935074
18030.jpg,street,89.55656
18032.jpg,street,99.98468
18033.jpg,buildings,91.96709
18036.jpg,mountain,89.92818
18039.jpg,sea,99.455574
18040.jpg,glacier,99.98495
18041.jpg,street,99.36672
18047.jpg,forest,99.998055
18048.jpg,buildings,99.939156
18049.jpg,buildings,99.97775
18054.jpg,sea,98.86896
18055.jpg,glacier,90.01556
18058.jpg,street,58.633087
18061.jpg,street,99.99279
18062.jpg,glacier,99.23819
18066.jpg,street,99.998726
18067.jpg,mountain,99.517715
18068.jpg,glacier,98.40939
18069.jpg,buildings,98.835846
18071.jpg,street,99.86163
1808.jpg,mountain,95.82927
18080.jpg,glacier,98.17059
18081.jpg,forest,99.97134
18082.jpg,buildings,99.9513
18083.jpg,sea,98.582596
18085.jpg,glacier,80.30723
18090.jpg,sea,46.85942
18093.jpg,sea,99.829
18094.jpg,sea,98.68374
18097.jpg,forest,99.987206
18098.jpg,mountain,98.99732
18109.jpg,mountain,95.27586
18112.jpg,mountain,92.003235
18113.jpg,street,99.88039
